step\size,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,0.45,0.467,0.468,0.459,0.441,0.443,0.446,0.439,0.426,0.411,0.383,0.366,0.345,0.351,0.336
3,0.468,0.465,0.467,0.459,0.45,0.447,0.437,0.438,0.431,0.412,0.386,0.369,0.344,0.349,0.339
4,0.463,0.468,0.469,0.461,0.437,0.447,0.452,0.433,0.426,0.403,0.387,0.363,0.345,0.353,0.346
5,0.449,0.467,0.464,0.456,0.451,0.43,0.433,0.422,0.422,0.409,0.383,0.358,0.355,0.339,0.34
6,0.442,0.442,0.461,0.449,0.444,0.449,0.437,0.437,0.42,0.395,0.374,0.359,0.347,0.341,0.335
7,0.414,0.438,0.447,0.447,0.457,0.439,0.429,0.419,0.401,0.377,0.371,0.361,0.345,0.339,0.339
8,0.411,0.436,0.458,0.454,0.435,0.432,0.445,0.428,0.405,0.399,0.363,0.354,0.336,0.341,0.346
9,0.435,0.439,0.441,0.436,0.428,0.435,0.426,0.422,0.406,0.38,0.37,0.354,0.345,0.35,0.351
